state,state_abbr,restriction_desc,restriction_type,Policy Type,restriction_date
Illinois,IL,Face mask mandate x2,start,Mask/Vaccine Mandate,2021-08-30 00:00:00
Illinois,IL,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-05-01 00:00:00
Illinois,IL,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-06-11 00:00:00
Illinois,IL,Face mask mandate in schools for 2021-22 school year,start,Mask/Vaccine Mandate,2021-08-04 00:00:00
Illinois,IL,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-06-11 00:00:00
Illinois,IL,Ended face mask mandate x2,end,Mask/Vaccine Mandate,2022-02-28 00:00:00
Illinois,IL,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-16 00:00:00
Illinois,IL,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-16 00:00:00
Illinois,IL,Closed restaurants except take out,start,Contact Reduction,2020-03-16 00:00:00
Illinois,IL,Reopen restaurants,end,Contact Reduction,2020-05-29 00:00:00
Illinois,IL,Closed gyms,start,Contact Reduction,2020-03-21 00:00:00
Illinois,IL,Reopened gyms,end,Contact Reduction,2020-05-29 00:00:00
Illinois,IL,Closed movie theaters,start,Contact Reduction,2020-03-21 00:00:00
Illinois,IL,Reopened movie theaters,end,Contact Reduction,2020-06-26 00:00:00
Illinois,IL,Closed Bars,start,Contact Reduction,2020-03-16 00:00:00
Illinois,IL,Reopen bars,end,Contact Reduction,2020-06-26 00:00:00
Illinois,IL,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-29 00:00:00
Illinois,IL,Reopened religious gatherings,end,Contact Reduction,2020-05-01 00:00:00
Illinois,IL,Reopened other non-essential retail,end,Contact Reduction,2020-05-29 00:00:00
Illinois,IL,Began to reclose bars,start,Contact Reduction,2020-11-20 00:00:00
Illinois,IL,Closed bars (x2),start,Contact Reduction,2020-11-20 00:00:00
Illinois,IL,Closed movie theaters (x2),start,Contact Reduction,2020-11-20 00:00:00
Illinois,IL,Closed restaurants (x2),start,Mask/Vaccine Mandate,2020-11-20 00:00:00
Illinois,IL,Reopened restaurants (x2),end,Mask/Vaccine Mandate,2021-02-04 00:00:00
Illinois,IL,Reopened bars (x2),end,Contact Reduction,2021-02-04 00:00:00
Illinois,IL,Reopened movie theaters (x2),end,Contact Reduction,2021-02-04 00:00:00
Illinois,IL,Date vaccine allocation plan last updated,start,Notification,2021-03-20 00:00:00
Illinois,IL,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Illinois,IL,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Illinois,IL,First overall eviction moratorium start,start,Notification,2020-03-21 00:00:00
Illinois,IL,First eviction initiation ban start,start,Notification,2020-04-23 00:00:00
Illinois,IL,First eviction initiation ban end,end,Notification,2021-07-31 00:00:00
Illinois,IL,First eviction hearing ban start,start,Notification,2021-03-05 00:00:00
Illinois,IL,First eviction hearing ban end,end,Notification,2021-07-31 00:00:00
Illinois,IL,First eviction enforcement ban start,start,Notification,2020-03-21 00:00:00
Illinois,IL,COVID-19 hardship limitation start,start,Notification,2020-11-13 00:00:00
Illinois,IL,CARES Act pleading start,start,Notification,2020-03-28 00:00:00
Illinois,IL,CARES Act pleading end,end,Notification,2020-08-25 00:00:00
Illinois,IL,Utilities shutoff moratorium start,start,Notification,2020-03-18 00:00:00
Illinois,IL,Utilities shutoff moratorium expiration,end,Notification,2020-07-26 00:00:00
Illinois,IL,Utilities reconnection start,start,Notification,2020-06-18 00:00:00
Illinois,IL,Utilities reconnection end,end,Notification,2021-01-26 00:00:00
Illinois,IL,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-01 00:00:00
Illinois,IL,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-04-17 00:00:00
Illinois,IL,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2021-01-15 00:00:00
Illinois,IL,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-23 00:00:00
Illinois,IL,Allow audio-only telehealth,start,Notification,2020-03-19 00:00:00
Illinois,IL,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-19 00:00:00
Illinois,IL,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-14 00:00:00
Illinois,IL,Resumed visitation in state prisons,end,Contact Reduction,2021-04-12 00:00:00
Illinois,IL,No order to suspend elective medical procedures but did release guidance or orders to resume,end,Notification,2020-05-11 00:00:00
Illinois,IL,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-16 00:00:00
Illinois,IL,Extended Benefits program activated,start,Notification,2020-05-17 00:00:00
Illinois,IL,Extended Benefits program deactivated,end,Notification,2021-09-11 00:00:00
Illinois,IL,20-week Extended Benefits program activated,start,Notification,2020-07-05 00:00:00
Illinois,IL,20-week Extended Benefits program deactivated,end,Notification,2021-01-16 00:00:00
Illinois,IL,Closed casinos,start,Contact Reduction,2020-03-16 00:00:00
Illinois,IL,Reopened casinos,end,Contact Reduction,2020-07-01 00:00:00
Illinois,IL,Closed casinos (x2),start,Contact Reduction,2020-11-20 00:00:00
Illinois,IL,Reopened casinos (x2),end,Contact Reduction,2021-01-23 00:00:00
Indiana,IN,State of emergency issued,start,Notification,2020-03-06 00:00:00
Indiana,IN,Date closed K-12 public schools,start,Contact Reduction,2020-03-20 00:00:00
Indiana,IN,Stay at home/ shelter in place,start,Contact Reduction,2020-03-25 00:00:00
Indiana,IN,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-18 00:00:00
Indiana,IN,Closed other non-essential businesses,start,Contact Reduction,2020-03-25 00:00:00
Indiana,IN,Began to reopen businesses,end,Contact Reduction,2020-05-18 00:00:00
Indiana,IN,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-27 00:00:00
Indiana,IN,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-05-01 00:00:00
Indiana,IN,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-04-06 00:00:00
Indiana,IN,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-04-06 00:00:00
Indiana,IN,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-23 00:00:00
Indiana,IN,Closed restaurants except take out,start,Contact Reduction,2020-03-16 00:00:00
Indiana,IN,Reopen restaurants,end,Contact Reduction,2020-05-18 00:00:00
Indiana,IN,Closed gyms,start,Contact Reduction,2020-03-25 00:00:00
Indiana,IN,Reopened gyms,end,Contact Reduction,2020-06-01 00:00:00
Indiana,IN,Closed movie theaters,start,Contact Reduction,2020-03-25 00:00:00
Indiana,IN,Reopened movie theaters,end,Contact Reduction,2020-06-12 00:00:00
Indiana,IN,Closed Bars,start,Contact Reduction,2020-03-16 00:00:00
Indiana,IN,Reopen bars,end,Contact Reduction,2020-06-12 00:00:00
Indiana,IN,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-18 00:00:00
Indiana,IN,Reopened religious gatherings,end,Contact Reduction,2020-05-08 00:00:00
Indiana,IN,Reopened other non-essential retail,end,Contact Reduction,2020-05-18 00:00:00
Indiana,IN,Date vaccine allocation plan last updated,start,Notification,2021-03-17 00:00:00
Indiana,IN,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-08 00:00:00
Indiana,IN,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-13 00:00:00
Indiana,IN,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-13 00:00:00
Indiana,IN,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-02-23 00:00:00
Indiana,IN,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-02-23 00:00:00
Indiana,IN,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-09 00:00:00
Indiana,IN,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-10 00:00:00
Indiana,IN,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-22 00:00:00
Indiana,IN,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Indiana,IN,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-31 00:00:00
Indiana,IN,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Indiana,IN,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-31 00:00:00
Indiana,IN,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-31 00:00:00
Indiana,IN,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-31 00:00:00
Indiana,IN,First overall eviction moratorium start,start,Notification,2020-03-19 00:00:00
Indiana,IN,First overall eviction moratorium end,end,Notification,2020-08-15 00:00:00
Indiana,IN,First eviction initiation ban start,start,Notification,2020-03-19 00:00:00
Indiana,IN,First eviction initiation ban end,end,Notification,2020-08-15 00:00:00
Indiana,IN,First eviction hearing ban start,start,Notification,2020-03-19 00:00:00
Indiana,IN,First eviction hearing ban end,end,Notification,2020-08-15 00:00:00
Indiana,IN,Utilities shutoff moratorium start,start,Notification,2020-03-19 00:00:00
Indiana,IN,Utilities shutoff moratorium expiration,end,Notification,2020-08-15 00:00:00
Indiana,IN,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-27 00:00:00
Indiana,IN,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-14 00:00:00
Indiana,IN,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2020-12-30 00:00:00
Indiana,IN,SNAP Waiver - Pandemic EBT during summer 2021,start,Notification,2021-05-01 00:00:00
Indiana,IN,SNAP Waiver - Temporary Suspension of Claims Collection,start,Notification,2020-04-13 00:00:00
Indiana,IN,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-25 00:00:00
Indiana,IN,Allow audio-only telehealth,start,Notification,2020-03-30 00:00:00
Indiana,IN,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-30 00:00:00
Indiana,IN,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Indiana,IN,Suspended elective medical procedures,start,Notification,2020-03-16 00:00:00
Indiana,IN,Resumed elective medical procedures,end ,Notification,2020-04-27 00:00:00
Indiana,IN,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-26 00:00:00
Indiana,IN,Extended Benefits program activated,start,Notification,2020-06-07 00:00:00
Indiana,IN,Extended Benefits program deactivated,end,Notification,2020-11-14 00:00:00
Indiana,IN,Use of telemedicine for schedule II-V prescriptions,start,Notification,2020-03-28 00:00:00
Indiana,IN,Closed casinos,start,Contact Reduction,2020-03-16 00:00:00
Indiana,IN,Reopened casinos,end,Contact Reduction,2020-06-15 00:00:00
Iowa,IA,State of emergency issued,start,Notification,2020-03-09 00:00:00
Iowa,IA,Date closed K-12 public schools,start,Contact Reduction,2020-04-02 00:00:00
Iowa,IA,Closed other non-essential businesses,start,Contact Reduction,2020-03-26 00:00:00
Iowa,IA,Began to reopen businesses,end,Contact Reduction,2020-05-15 00:00:00
Iowa,IA,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-11-17 00:00:00
Iowa,IA,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-11-17 00:00:00
Iowa,IA,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-02-07 00:00:00
Iowa,IA,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-02-07 00:00:00
Iowa,IA,Banned school face mask mandates,start,Mask/Vaccine Mandate,2021-05-20 00:00:00
Iowa,IA,Banned other local face mask mandates,start,Mask/Vaccine Mandate,2021-05-20 00:00:00
Iowa,IA,Judicial decision blocked state from enforcing bans on face mask mandates,end,Mask/Vaccine Mandate,2021-09-13 00:00:00
Iowa,IA,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-20 00:00:00
Iowa,IA,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-20 00:00:00
Iowa,IA,Closed restaurants except take out,start,Contact Reduction,2020-03-17 00:00:00
Iowa,IA,Reopen restaurants,end,Contact Reduction,2020-05-15 00:00:00
Iowa,IA,Closed gyms,start,Contact Reduction,2020-03-17 00:00:00
Iowa,IA,Reopened gyms,end,Contact Reduction,2020-05-15 00:00:00
Iowa,IA,Closed movie theaters,start,Contact Reduction,2020-03-17 00:00:00
Iowa,IA,Reopened movie theaters,end,Contact Reduction,2020-05-22 00:00:00
Iowa,IA,Closed Bars,start,Contact Reduction,2020-03-17 00:00:00
Iowa,IA,Reopen bars,end,Contact Reduction,2020-05-28 00:00:00
Iowa,IA,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-15 00:00:00
Iowa,IA,Reopened religious gatherings,end,Contact Reduction,2020-05-01 00:00:00
Iowa,IA,Reopened other non-essential retail,end,Contact Reduction,2020-05-15 00:00:00
Iowa,IA,Allowed businesses to reopen overnight,end,Contact Reduction,2020-12-10 00:00:00
Iowa,IA,Began to reclose bars,start,Contact Reduction,2020-08-27 00:00:00
Iowa,IA,Reopened bars (x2),end,Contact Reduction,2020-10-05 00:00:00
Iowa,IA,Date vaccine allocation plan last updated,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Iowa,IA,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Iowa,IA,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Iowa,IA,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Iowa,IA,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Iowa,IA,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Iowa,IA,First overall eviction moratorium start,start,Notification,2020-03-19 00:00:00
Iowa,IA,First overall eviction moratorium end,end,Notification,2020-05-28 00:00:00
Iowa,IA,First eviction initiation ban start,start,Notification,2020-03-19 00:00:00
Iowa,IA,First eviction initiation ban end,end,Notification,2020-05-28 00:00:00
Iowa,IA,CARES Act pleading start,start,Notification,2020-05-23 00:00:00
Iowa,IA,CDC moratorium start,start,Notification,2020-10-02 00:00:00
Iowa,IA,CDC moratorium end,end,Notification,2021-08-01 00:00:00
Iowa,IA,Utilities shutoff moratorium start,start,Notification,2020-03-27 00:00:00
Iowa,IA,Utilities shutoff moratorium expiration,end,Notification,2020-05-28 00:00:00
Iowa,IA,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-25 00:00:00
Iowa,IA,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-06-05 00:00:00
Iowa,IA,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-25 00:00:00
Iowa,IA,Allow audio-only telehealth,start,Notification,2020-03-26 00:00:00
Iowa,IA,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-13 00:00:00
Iowa,IA,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-14 00:00:00
Iowa,IA,Resumed visitation in state prisons,end,Contact Reduction,2021-07-10 00:00:00
Iowa,IA,Suspended elective medical procedures,start,Notification,2020-03-27 00:00:00
Iowa,IA,Resumed elective medical procedures,end ,Notification,2020-04-27 00:00:00
Iowa,IA,Suspended elective medical procedures x2,start,Notification,2020-11-17 00:00:00
Iowa,IA,Resumed elective medical procedures x2,end,Notification,2021-02-05 00:00:00
Iowa,IA,Extended Benefits program activated,start,Notification,2020-05-17 00:00:00
Iowa,IA,Extended Benefits program deactivated,end,Notification,2020-10-31 00:00:00
Iowa,IA,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-12 00:00:00
Iowa,IA,Closed casinos,start,Contact Reduction,2020-03-16 00:00:00
Iowa,IA,Reopened casinos,end,Contact Reduction,2020-06-01 00:00:00
Kansas,KS,State of emergency issued,start,Notification,2020-03-12 00:00:00
Kansas,KS,State of emergency lifted,end,Notification,2021-06-15 00:00:00
Kansas,KS,Date closed K-12 public schools,start,Contact Reduction,2020-03-18 00:00:00
Kansas,KS,Stay at home/ shelter in place,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Closed other non-essential businesses,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,Began to reopen businesses,end,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-03 00:00:00
Kansas,KS,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-07-10 00:00:00
Kansas,KS,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-04-01 00:00:00
Kansas,KS,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-04-01 00:00:00
Kansas,KS,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-18 00:00:00
Kansas,KS,Closed restaurants except take out,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,Reopen restaurants,end,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Closed gyms,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,Reopened gyms,end,Contact Reduction,2020-05-18 00:00:00
Kansas,KS,Closed movie theaters,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,Reopened movie theaters,end,Contact Reduction,2020-05-22 00:00:00
Kansas,KS,Closed Bars,start,Contact Reduction,2020-03-30 00:00:00
Kansas,KS,Reopen bars,end,Contact Reduction,2020-06-08 00:00:00
Kansas,KS,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-18 00:00:00
Kansas,KS,Reopened religious gatherings,end,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Reopened other non-essential retail,end,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Mandate quarantine for those entering the state from specific settings,start,Contact Reduction,2020-03-23 00:00:00
Kansas,KS,Date vaccine allocation plan last updated,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-01-21 00:00:00
Kansas,KS,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Kansas,KS,First overall eviction moratorium start,start,Notification,2020-03-17 00:00:00
Kansas,KS,First overall eviction moratorium end,end,Notification,2020-06-01 00:00:00
Kansas,KS,Second overall eviction moratorium start,start,Notification,2020-08-19 00:00:00
Kansas,KS,Second overall eviction moratorium end,end,Notification,2021-05-28 00:00:00
Kansas,KS,First eviction hearing ban start,start,Notification,2020-03-17 00:00:00
Kansas,KS,First eviction hearing ban end,end,Notification,2020-04-03 00:00:00
Kansas,KS,First eviction enforcement ban start,start,Notification,2020-03-23 00:00:00
Kansas,KS,First eviction enforcement ban end,end,Notification,2020-06-01 00:00:00
Kansas,KS,Second Eviction Enforcement Ban Start,start,Notification,2020-08-19 00:00:00
Kansas,KS,Second Eviction Enforcement Ban End,end,Notification,2021-05-28 00:00:00
Kansas,KS,COVID-19 hardship limitation start,start,Notification,2020-03-23 00:00:00
Kansas,KS,COVID-19 hardship limitation end,end,Notification,2020-06-01 00:00:00
Kansas,KS,Second COVID-19 hardship limitation start,start,Notification,2020-08-19 00:00:00
Kansas,KS,Second COVID-19 hardship limitation end,end,Notification,2021-05-28 00:00:00
Kansas,KS,Utilities shutoff moratorium start,start,Notification,2020-03-16 00:00:00
Kansas,KS,Utilities shutoff moratorium expiration,end,Notification,2020-06-01 00:00:00
Kansas,KS,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-01 00:00:00
Kansas,KS,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-04-25 00:00:00
Kansas,KS,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-24 00:00:00
Kansas,KS,Allow audio-only telehealth,start,Notification,2020-06-22 00:00:00
Kansas,KS,Allow/expand Medicaid telehealth coverage,start,Notification,2020-04-01 00:00:00
Kansas,KS,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Kansas,KS,Resumed visitation in state prisons,end,Contact Reduction,2021-04-18 00:00:00
Kansas,KS,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-31 00:00:00
Kansas,KS,Extended Benefits program activated,start,Notification,2020-06-07 00:00:00
Kansas,KS,Extended Benefits program deactivated,end,Notification,2020-12-12 00:00:00
Kansas,KS,20-week Extended Benefits program activated,start,Notification,2020-07-05 00:00:00
Kansas,KS,20-week Extended Benefits program deactivated,end,Notification,2020-10-10 00:00:00
Kansas,KS,Closed casinos,start,Contact Reduction,2020-05-04 00:00:00
Kansas,KS,Reopened casinos,end,Contact Reduction,2020-05-22 00:00:00
Kentucky,KY,State of emergency issued,start,Notification,2020-03-06 00:00:00
Kentucky,KY,Date closed K-12 public schools,start,Contact Reduction,2020-03-17 00:00:00
Kentucky,KY,Closed day cares,start,Contact Reduction,2020-03-23 00:00:00
Kentucky,KY,Reopen day cares,end,Contact Reduction,2020-06-08 00:00:00
Kentucky,KY,Stay at home order' issued but did not specifically restrict movement of the general public,start,Contact Reduction,2020-03-26 00:00:00
Kentucky,KY,End/relax stay at home/shelter in place,end,Contact Reduction,2020-06-29 00:00:00
Kentucky,KY,Closed other non-essential businesses,start,Contact Reduction,2020-03-26 00:00:00
Kentucky,KY,Began to reopen businesses,end,Contact Reduction,2020-05-11 00:00:00
Kentucky,KY,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-10 00:00:00
Kentucky,KY,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-05-11 00:00:00
Kentucky,KY,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-05-13 00:00:00
Kentucky,KY,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-06-11 00:00:00
Kentucky,KY,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-16 00:00:00
Kentucky,KY,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-19 00:00:00
Kentucky,KY,Closed restaurants except take out,start,Contact Reduction,2020-03-16 00:00:00
Kentucky,KY,Reopen restaurants,end,Contact Reduction,2020-05-22 00:00:00
Kentucky,KY,Closed gyms,start,Contact Reduction,2020-03-18 00:00:00
Kentucky,KY,Reopened gyms,end,Contact Reduction,2020-06-01 00:00:00
Kentucky,KY,Closed movie theaters,start,Contact Reduction,2020-03-18 00:00:00
Kentucky,KY,Reopened movie theaters,end,Contact Reduction,2020-06-01 00:00:00
Kentucky,KY,Closed Bars,start,Contact Reduction,2020-03-16 00:00:00
Kentucky,KY,Reopen bars,end,Contact Reduction,2020-06-29 00:00:00
Kentucky,KY,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-25 00:00:00
Kentucky,KY,Reopened religious gatherings,end,Contact Reduction,2020-05-09 00:00:00
Kentucky,KY,Reopened other non-essential retail,end,Contact Reduction,2020-05-20 00:00:00
Kentucky,KY,Allowed businesses to reopen overnight,end,Contact Reduction,2021-05-28 00:00:00
Kentucky,KY,Began to reclose bars,start,Contact Reduction,2020-07-28 00:00:00
Kentucky,KY,Closed bars (x2),start,Contact Reduction,2020-07-28 00:00:00
Kentucky,KY,Closed restaurants (x2),start,Mask/Vaccine Mandate,2020-11-20 00:00:00
Kentucky,KY,Reopened restaurants (x2),end,Mask/Vaccine Mandate,2020-12-13 00:00:00
Kentucky,KY,Reopened bars (x2),end,Contact Reduction,2020-08-11 00:00:00
Kentucky,KY,Closed bars (x3),start,Contact Reduction,2020-11-20 00:00:00
Kentucky,KY,Reopened bars (x3),end,Contact Reduction,2020-12-13 00:00:00
Kentucky,KY,Mandate quarantine for all individuals entering the state,start,Contact Reduction,2020-04-02 00:00:00
Kentucky,KY,Date all mandated quarantines ended,end,Contact Reduction,2020-05-06 00:00:00
Kentucky,KY,Date vaccine allocation plan last updated,start,Notification,2021-02-08 00:00:00
Kentucky,KY,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Kentucky,KY,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
Kentucky,KY,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-01 00:00:00
